,PBA,PUBCLIM,SQFTC,WLCNS,RFCNS,RFCOOL,RFTILT,BLDSHP,GLSSPC,NFLOOR,FLCEILHT,ATTIC,YRCONC,PBAPLUS,FACIL,GOVOWN,OWNTYPE,OWNOPR,MONUSE,OPNMF,OPNWE,NWKER,WATR,EGYUSED,ELUSED,NGUSED,SOHT1,FKHT2,PRHT2,COHT2,SOHT2,NGCOOL,FKCOOL,PRCOOL,OTCOOL,ELWATR,NGWATR,FKWATR,PRWATR,WOWATR,COWATR,SOWATR,OTWATR,ELCOOK,NGCOOK,FKCOOK,PRCOOK,COCOOK,OTCOOK,NGMANU,FKMANU,PRMANU,HWMANU,OTMANU,NGGENR,PRGENR,COGENR,NGOTH,FKOTH,PROTH,CWOTH,WOOTH,SOOTH,OTOTH,RFGEQP,LTEXPC,PKLT,WINTYP,HDD65,Y_Class
5379,18,7,5,1,4,1,1,3,2,2,8,1,6,38,2,2,3,1,12,1,1,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,969,0
5380,15,2,2,4,6,2,2,1,3,2,10,1,6,33,2,2,3,1,11,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,1,7463,0
5381,18,7,7,3,4,2,1,4,4,994,8,1,7,38,1,2,3,1,12,1,1,45,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1.0,2.0,1.0,1,871,1
5382,16,7,8,1,6,2,1,2,3,6,8,2,4,35,1,2,5,1,12,1,1,400,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,2.0,2,3329,1
5383,1,3,2,4,4,2,2,2,3,3,10,1,5,1,2,2,2,1,0,3,2,0,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,4886,0
5384,23,5,6,1,1,1,1,2,3,1,12,1,8,50,1,2,2,1,12,1,1,62,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,419,1
5385,18,3,2,4,2,2,3,2,3,1,14,2,3,39,1,2,3,1,12,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,4987,0
5386,26,2,6,5,5,2,2,2,1,1,25,2,8,47,1,1,10,1,12,1,2,38,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,7056,1
5387,14,3,8,3,1,2,1,4,2,2,8,2,3,29,2,1,10,1,11,1,1,100,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,3,4158,1
5388,18,7,9,1,1,1,1,2,4,994,9,2,8,38,2,2,3,1,12,1,1,800,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1.0,4.0,1.0,2,4186,1
5389,18,7,7,1,6,1,1,6,2,2,10,2,6,38,2,2,2,1,12,1,1,19,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,3,5640,1
5390,15,4,2,1,4,1,2,3,3,1,15,2,2,34,2,2,3,1,12,2,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,1,2586,0
5391,2,1,4,2,1,2,1,2,3,2,9,2,8,2,2,2,2,1,12,1,2,21,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,3.0,1.0,2,8505,0
5392,14,3,6,1,5,2,2,6,2,1,9,2,7,28,2,1,10,1,10,1,2,86,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,4814,1
5393,26,4,4,1,1,2,2,2,1,1,30,2,4,48,1,2,3,1,12,1,2,10,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,1,802,0
5394,25,2,7,3,6,2,1,2,1,1,17,2,8,42,1,2,2,1,12,1,1,115,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,1,5967,1
5395,2,4,8,1,1,2,1,1,6,995,14,2,6,2,1,2,2,1,12,1,2,800,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,790,1
5396,5,1,3,3,6,2,3,2,4,1,18,1,3,10,2,2,2,1,12,1,1,10,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,2,8813,0
5397,26,3,2,4,5,2,2,2,1,1,16,2,6,46,2,2,2,1,12,1,1,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,4721,0
5398,24,7,9,3,4,1,1,9,1,2,17,2,7,51,2,2,1,1,12,1,1,1000,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,6053,1
5399,91,4,3,2,8,1,1,2,2,1,20,1,4,49,1,2,3,1,12,1,1,8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,1,989,0
5400,17,3,6,1,4,2,2,4,3,2,8,1,8,36,2,2,2,1,12,1,1,55,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1.0,2.0,1.0,1,4459,1
5401,16,7,8,1,6,1,1,1,2,7,10,2,4,35,1,2,5,1,12,1,1,400,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1.0,4.0,1.0,4,5357,1
5402,16,7,10,1,6,1,1,2,2,994,8,2,8,35,1,2,5,1,12,1,1,1800,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,6347,1
5403,14,4,7,1,1,1,1,6,2,2,12,2,5,31,2,2,2,1,10,1,2,15,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,2155,1
5404,18,7,8,1,1,2,1,2,4,995,8,2,6,38,2,2,1,1,12,1,1,75,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,5300,1
5405,2,4,8,8,7,1,1,1,4,995,12,2,6,2,1,2,1,1,12,1,1,1300,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,1150,1
5406,15,5,4,1,4,2,1,2,2,2,20,2,8,32,2,2,3,1,12,1,1,4,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,1912,0
5407,12,2,5,1,4,2,2,11,2,1,15,1,6,21,2,2,4,1,12,1,1,25,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,3,7138,0
5408,15,2,2,1,6,2,2,3,1,3,8,2,2,34,2,2,3,1,12,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,8670,0
5409,16,7,8,1,6,1,1,11,5,4,9,2,9,35,1,2,5,1,12,1,1,1000,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,6591,1
5410,2,2,2,4,4,2,2,1,3,2,10,1,2,2,2,2,2,1,12,1,2,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,6869,0
5411,26,2,3,3,1,2,1,2,1,1,50,2,2,46,2,2,2,2,12,1,1,15,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,1,4373,0
5412,91,3,3,3,5,1,2,2,1,1,16,2,4,49,2,2,3,1,12,1,2,4,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,4733,0
5413,2,2,6,1,1,1,1,2,3,7,11,1,3,4,1,1,10,1,12,1,2,250,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,6683,1
5414,5,3,2,5,5,2,2,2,1,1,10,2,8,10,2,2,1,2,12,1,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,1.0,4,4993,0
5415,13,5,2,1,6,1,1,1,2,1,9,1,4,25,1,2,3,1,12,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,1380,0
5416,14,3,8,3,8,2,1,4,4,5,9,2,4,29,1,1,9,1,10,1,1,300,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,4369,1
5417,26,2,3,5,5,2,2,2,1,1,16,2,9,47,1,1,10,1,12,1,2,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,3.0,2.0,4,5477,0
5418,14,7,5,1,6,2,3,2,3,3,14,1,2,27,2,2,5,1,11,1,1,12,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,4.0,1.0,3,4335,1
5419,23,4,6,3,1,2,3,9,4,1,12,1,7,50,1,2,2,2,12,1,1,44,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,3059,1
5420,15,2,2,3,6,1,2,1,4,1,8,1,3,32,2,2,3,1,12,1,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,3,6924,0
5421,14,3,7,1,1,1,1,11,3,5,13,2,2,28,2,1,10,1,10,1,1,121,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,4122,1
5422,18,7,9,2,7,1,1,5,4,994,9,2,6,38,2,2,2,1,12,1,1,250,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,4473,1
5423,23,2,3,4,4,2,2,6,3,1,10,2,6,50,2,2,3,2,12,1,1,10,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,7567,0
5424,14,1,8,1,1,2,1,5,2,3,8,2,4,55,2,2,2,1,12,1,1,200,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,7812,1
5425,2,4,6,3,6,1,1,6,2,2,10,2,8,6,1,2,3,1,12,1,2,30,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,2.0,1,2944,0
5426,5,2,8,2,6,1,2,1,1,1,18,2,5,10,2,2,1,1,12,1,2,25,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1.0,4.0,1.0,3,7712,1
5427,2,4,2,1,2,2,3,1,2,3,10,1,2,4,1,1,8,1,12,1,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,3141,0
5428,12,3,4,1,2,2,2,11,3,2,9,1,3,21,1,2,4,1,12,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,4043,0
5429,5,3,5,3,6,1,2,2,3,1,20,2,5,9,2,2,2,1,12,1,2,25,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,3,5516,0
5430,26,4,2,4,4,2,2,2,2,1,16,2,6,48,2,2,3,1,12,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,3341,0
5431,1,2,2,3,6,1,1,1,2,2,9,2,3,1,2,2,3,1,12,1,1,4,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,3.0,2.0,2,5673,0
5432,12,3,2,1,2,2,3,1,3,2,25,2,3,21,2,2,4,1,12,2,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,2.0,1,5962,0
5433,5,2,7,2,6,2,1,2,1,1,25,2,5,9,2,2,2,2,12,1,2,7,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2.0,1.0,1.0,2,7398,0
5434,14,2,8,1,1,2,2,2,2,5,10,1,2,29,2,1,10,1,12,1,1,110,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,6501,1
5435,5,2,2,1,4,2,3,2,1,1,20,2,4,10,1,2,2,1,12,3,2,0,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,3,6224,0
5436,25,3,7,3,6,1,1,2,1,1,17,2,9,42,2,2,3,1,12,1,1,200,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,5559,1
5437,4,3,8,1,4,2,1,2,2,9,9,2,4,8,1,2,5,1,12,1,1,600,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,2,4924,1
5438,14,7,8,1,1,2,1,2,4,2,16,2,8,27,1,2,5,1,12,1,1,125,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,3541,1
5439,8,4,4,1,1,2,1,2,4,1,12,2,6,18,1,2,2,1,12,1,2,67,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,3260,0
5440,2,4,2,8,1,1,1,2,2,1,10,2,8,2,2,2,4,1,12,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,1,2286,0
5441,14,3,6,1,6,2,2,2,3,3,8,1,3,54,1,1,10,1,9,1,1,44,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,4593,1
5442,2,3,8,2,6,2,1,11,3,4,10,2,6,2,1,2,2,1,12,1,2,400,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,5275,1
5443,25,4,6,5,5,2,2,2,3,1,12,2,8,42,2,2,3,1,12,1,1,25,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,4397,0
5444,14,7,5,1,1,2,1,3,4,5,11,2,4,27,1,2,4,2,12,1,1,53,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,5866,1
5445,13,5,4,5,5,2,2,2,1,1,16,2,5,25,2,2,2,1,12,1,1,9,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1,1223,0
5446,13,4,2,4,5,2,2,2,2,2,8,1,7,25,2,2,5,2,12,3,2,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,3290,0
5447,2,5,8,6,6,1,1,11,5,995,10,2,6,2,2,2,2,1,12,1,1,350,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1,1310,1
5448,26,3,4,3,6,2,1,2,5,2,8,2,6,46,1,2,3,1,12,1,1,15,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,4906,0
5449,2,2,7,6,6,1,1,2,4,6,9,2,8,2,1,2,3,1,12,1,2,420,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,5136,1
5450,2,1,2,4,4,2,3,2,3,2,8,1,8,2,2,2,3,1,11,1,1,6,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,2,7892,0
5451,24,7,9,2,6,1,1,2,1,1,15,2,6,51,2,2,2,1,12,1,1,400,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,7376,1
5452,14,4,6,5,5,1,2,6,2,2,20,2,8,31,2,1,9,1,12,2,2,10,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,1,3055,1
5453,25,2,7,3,6,2,1,2,1,1,17,2,7,42,2,2,2,1,12,1,1,115,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,4,6264,1
5454,2,3,8,1,1,1,1,2,3,5,12,1,2,4,1,1,9,1,12,1,1,200,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,4698,1
5455,26,1,2,5,4,2,3,1,1,1,16,1,5,46,2,2,1,2,12,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,1.0,2,8243,0
5456,12,4,4,5,5,2,2,1,1,2,20,2,8,21,1,2,4,1,12,2,1,10,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,2020,0
5457,4,5,9,3,6,1,1,2,4,995,15,2,7,8,1,2,5,1,12,1,1,500,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1.0,2.0,1.0,2,1028,1
5458,23,4,4,1,1,1,2,2,4,1,10,2,8,50,2,2,3,2,12,1,1,15,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,3305,0
5459,5,3,6,1,6,1,1,2,2,1,24,2,7,10,2,2,3,2,12,1,2,35,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,1.0,2,5619,1
5460,12,4,7,1,4,2,1,11,2,2,8,1,2,21,1,2,4,1,12,1,1,34,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,3,3220,1
5461,14,3,7,1,4,2,1,11,2,1,12,2,8,29,1,1,10,1,10,1,2,85,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,3,3912,0
5462,2,3,9,1,1,1,1,2,4,995,13,2,6,2,2,2,2,1,12,1,2,1600,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,2,4562,1
5463,2,2,8,6,6,1,1,1,5,1,14,2,7,2,1,2,1,1,12,1,1,1700,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,7086,1
5464,2,5,8,6,6,1,1,11,5,994,8,2,6,2,2,2,2,1,12,1,1,350,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1,2130,1
5465,23,3,8,1,6,1,2,9,4,2,10,2,7,50,1,2,1,2,12,1,1,227,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,6154,1
5466,13,2,4,1,6,2,1,2,3,3,12,1,2,25,1,2,5,1,12,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,3,6283,0
5467,14,2,7,1,6,2,1,3,3,3,9,2,8,54,2,1,10,1,9,1,1,30,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,5930,1
5468,2,4,8,2,6,1,1,2,3,995,10,2,5,4,2,1,8,1,12,1,2,500,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,2165,1
