,PBA,PUBCLIM,SQFTC,WLCNS,RFCNS,RFCOOL,RFTILT,BLDSHP,GLSSPC,NFLOOR,FLCEILHT,ATTIC,YRCONC,PBAPLUS,FACIL,GOVOWN,OWNTYPE,OWNOPR,MONUSE,OPNMF,OPNWE,NWKER,WATR,EGYUSED,ELUSED,NGUSED,SOHT1,FKHT2,PRHT2,COHT2,SOHT2,NGCOOL,FKCOOL,PRCOOL,OTCOOL,ELWATR,NGWATR,FKWATR,PRWATR,WOWATR,COWATR,SOWATR,OTWATR,ELCOOK,NGCOOK,FKCOOK,PRCOOK,COCOOK,OTCOOK,NGMANU,FKMANU,PRMANU,HWMANU,OTMANU,NGGENR,PRGENR,COGENR,NGOTH,FKOTH,PROTH,CWOTH,WOOTH,SOOTH,OTOTH,RFGEQP,LTEXPC,PKLT,WINTYP,HDD65,Y_Class
1301,23,1,7,1,6,1,1,3,4,1,22,2,8,50,1,2,2,2,12,1,1,61,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,6119,1
1302,14,2,4,3,6,1,1,2,2,2,8,2,7,28,1,1,10,1,12,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,3.0,2.0,2,6213,0
1303,23,5,4,3,1,1,1,2,2,1,16,2,4,50,2,2,2,1,12,1,1,11,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,3,1692,0
1304,5,4,7,3,6,1,1,2,2,1,30,2,6,9,1,2,2,1,12,1,2,7,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,4.0,2.0,3,3040,0
1305,12,4,4,3,5,2,2,2,1,2,10,2,7,21,1,2,4,1,12,1,1,10,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,3006,0
1306,2,2,8,1,1,2,1,2,4,995,13,2,5,2,2,2,2,1,12,1,1,500,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1,6271,1
1307,23,3,4,1,4,2,2,9,3,2,8,1,4,50,2,2,2,1,12,1,1,16,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,5097,0
1308,11,4,5,3,1,1,2,2,2,2,25,2,5,20,2,2,3,1,12,1,2,11,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1.0,4.0,1.0,1,2185,1
1309,23,4,8,1,4,1,1,2,3,1,20,2,7,50,2,2,2,1,12,1,1,314,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,3421,1
1310,16,7,9,1,1,1,1,2,3,9,8,2,4,35,2,2,2,1,12,1,1,250,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,3,5938,1
1311,5,3,8,1,6,1,1,2,1,1,27,2,4,10,2,2,2,2,12,1,1,100,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1.0,4.0,1.0,1,4794,1
1312,2,3,2,1,4,2,3,2,2,1,10,1,8,5,2,2,5,1,12,1,2,5,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,4822,0
1313,2,3,7,1,1,2,1,6,3,995,8,2,7,2,2,2,5,1,12,1,2,450,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1.0,1.0,1.0,2,5266,1
1314,26,3,2,1,1,1,3,2,2,1,14,2,5,46,2,2,3,1,12,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,1,4307,0
1315,15,2,4,3,6,2,1,2,3,4,15,2,2,33,2,2,2,1,12,1,1,40,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,6269,0
1316,5,4,2,3,5,2,2,2,1,1,8,1,6,10,1,2,2,2,12,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,4.0,2.0,4,3031,0
1317,2,4,7,2,6,1,1,8,4,4,9,2,6,2,2,2,5,1,12,1,2,300,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,2.0,2,3263,1
1318,2,4,2,1,5,2,3,2,2,1,10,1,8,4,2,1,10,1,12,1,2,4,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,3099,0
1319,14,3,6,1,1,1,1,11,4,2,9,2,3,28,2,1,9,1,10,1,1,46,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,3464,0
1320,25,4,7,3,6,1,1,2,1,1,17,2,7,42,2,2,2,1,12,1,1,80,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,1,2270,1
1321,2,2,2,4,4,2,2,1,2,2,8,1,6,2,2,2,3,1,12,1,2,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,2.0,2,6533,0
1322,2,4,6,3,1,2,1,2,2,2,10,2,4,6,2,2,2,2,12,1,2,150,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,2.0,2,3183,0
1323,16,7,9,1,6,1,1,11,3,6,10,1,7,35,2,2,2,1,12,1,1,1200,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,1,1230,1
1324,18,4,8,3,6,1,1,8,4,7,15,2,3,37,1,1,9,1,12,1,1,40,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,913,1
1325,5,2,4,5,5,1,3,2,1,2,10,2,5,10,1,2,3,2,12,2,2,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,1.0,3,7047,0
1326,2,4,2,4,8,2,1,2,3,2,20,2,4,2,1,2,2,2,12,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,2.0,3,858,0
1327,25,1,4,1,6,2,1,2,2,1,16,2,6,42,2,2,2,1,12,1,1,12,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,8048,0
1328,2,3,9,2,1,1,1,11,5,8,9,2,9,4,1,2,2,1,12,1,2,1901,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,4709,1
1329,16,7,7,1,6,1,1,2,3,2,10,2,8,35,2,2,5,1,12,1,1,20,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,2.0,2,3242,1
1330,18,7,8,1,1,2,1,1,4,995,8,2,2,38,2,2,2,1,12,1,1,200,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,2109,1
1331,26,5,2,5,5,1,2,1,1,1,14,2,8,48,1,2,3,2,12,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,4,1002,0
1332,2,1,7,1,6,1,1,4,3,4,12,2,2,6,2,1,10,1,12,1,1,150,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,3,7728,1
1333,4,2,8,1,1,1,1,3,2,3,20,2,2,8,1,1,8,1,12,1,1,325,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1.0,4.0,1.0,2,6325,1
1334,2,4,5,1,6,1,1,2,4,3,9,2,4,2,1,2,2,1,12,1,2,60,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,2764,0
1335,12,3,2,4,4,2,3,2,2,2,25,1,2,21,1,2,4,1,12,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,1,5568,0
1336,2,1,8,5,6,1,1,2,4,4,9,2,5,2,2,1,9,1,12,1,1,950,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,3,9667,1
1337,4,3,7,2,1,1,1,9,3,4,11,2,7,8,1,2,5,1,12,1,2,80,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,4477,1
1338,8,2,7,2,1,1,1,1,3,4,10,2,8,19,1,2,4,1,12,1,2,400,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,6111,1
1339,12,3,3,1,1,2,1,1,2,2,9,2,3,21,2,2,3,2,12,2,1,15,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,5143,0
1340,26,1,4,3,4,2,3,2,1,1,12,1,4,46,2,2,3,1,12,1,2,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,2,7839,0
1341,13,2,2,5,5,2,2,2,1,1,18,1,7,25,2,2,3,1,12,2,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,4,6872,0
1342,5,1,8,2,1,2,1,2,1,1,27,2,8,9,1,2,3,2,12,1,1,60,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,7664,1
1343,8,1,5,1,7,1,1,2,4,2,8,1,8,19,1,2,5,1,12,1,1,92,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,7382,1
1344,2,3,8,2,1,1,1,2,5,994,11,2,8,2,1,2,2,1,12,1,1,350,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,4481,1
1345,1,2,5,1,1,2,1,2,2,3,15,2,2,1,1,2,2,1,0,3,2,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,1,4897,0
1346,5,4,4,5,5,2,2,2,1,1,12,2,6,11,1,2,3,1,12,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,4,3404,0
1347,7,2,4,1,6,1,1,2,2,1,10,2,8,16,2,1,10,1,12,1,1,7,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,5411,0
1348,2,2,5,1,6,1,2,1,2,6,15,2,2,6,2,2,3,1,12,1,1,180,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,6410,1
1349,7,1,2,5,5,1,2,9,1,1,12,1,6,16,2,2,5,1,12,1,1,4,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,2,7135,0
1350,6,2,5,1,6,1,1,2,2,1,19,1,5,14,2,2,2,1,12,1,1,30,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,6638,1
1351,14,4,2,4,5,1,1,2,2,1,12,2,7,28,1,1,10,1,10,1,2,4,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2,1862,0
1352,2,2,5,1,6,2,1,1,4,1,12,2,5,2,2,1,10,1,12,1,2,35,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,5783,0
1353,13,4,4,1,4,2,3,2,3,1,10,1,2,22,2,2,5,1,12,2,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,3,3699,0
1354,91,5,9,5,5,1,3,2,1,3,995,2,6,49,1,2,2,1,12,1,1,600,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2.0,1.0,1.0,4,1559,1
1355,16,7,8,1,4,1,1,2,3,4,9,1,7,35,1,2,1,1,12,1,1,650,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,3329,1
1356,14,1,6,1,6,2,1,11,3,1,9,2,7,28,2,1,10,1,11,1,2,50,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,6510,1
1357,23,3,8,1,6,2,1,9,4,2,20,2,4,50,2,2,1,2,12,1,1,312,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,5074,1
1358,5,5,6,3,5,2,2,2,1,1,22,2,6,10,1,2,1,2,12,1,2,50,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2.0,3.0,1.0,2,1976,0
1359,13,1,4,1,4,2,3,2,1,2,30,1,3,25,2,1,10,1,12,1,1,0,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,2,5364,0
1360,18,2,7,1,6,2,1,6,3,6,9,1,3,40,1,2,4,1,12,1,1,35,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,6538,1
1361,2,4,8,3,1,1,1,4,5,6,14,1,6,6,1,2,2,1,12,1,1,520,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,1.0,1,1108,1
1362,25,2,8,3,6,1,1,2,1,1,17,2,7,42,2,2,2,1,12,1,1,150,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,1,6518,1
1363,23,2,7,1,6,2,1,2,3,1,12,2,6,50,1,2,2,1,12,1,1,56,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,6279,1
1364,15,4,3,3,1,2,1,2,4,1,18,2,9,32,2,2,2,1,12,1,1,8,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,4662,0
1365,26,2,3,5,5,1,3,8,1,2,18,1,9,48,2,2,3,1,12,1,1,7,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,5140,0
1366,2,4,2,1,1,2,1,2,2,1,9,2,6,7,2,2,3,2,12,1,2,8,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,1,2046,0
1367,12,5,2,3,2,2,3,2,1,1,9,1,5,21,2,2,4,1,12,2,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,1,1324,0
1368,14,1,9,1,1,1,1,2,3,3,9,2,7,29,2,1,10,1,12,1,1,350,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,3,7108,1
1369,14,5,8,1,1,1,1,7,2,3,10,1,8,29,2,1,9,1,9,1,2,100,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,2132,1
1370,13,2,5,1,6,2,1,1,3,2,10,2,9,25,2,2,5,1,12,1,2,30,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,5710,0
1371,13,3,9,1,6,1,1,3,4,7,10,2,5,22,2,1,8,1,12,1,1,150,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,4311,1
1372,18,4,6,4,4,2,3,6,2,2,8,1,8,40,2,2,3,1,12,1,1,20,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,2962,1
1373,5,4,7,2,1,1,2,2,2,1,35,2,6,10,2,2,2,1,12,1,1,60,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,3,1119,0
1374,4,2,8,1,1,1,1,10,3,5,12,2,3,8,1,1,8,1,12,1,1,110,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,1,6839,1
1375,17,1,5,3,6,2,1,2,2,1,8,2,4,36,2,2,2,1,12,1,1,15,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,8028,1
1376,26,2,8,3,1,1,1,9,3,1,30,2,5,47,2,2,3,1,12,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,1.0,1,7640,0
1377,1,5,2,1,1,2,1,2,1,1,15,2,2,1,2,2,3,2,11,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,1260,0
1378,6,2,4,3,6,2,1,2,2,1,15,2,7,14,2,2,2,1,12,1,1,10,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,3,5613,1
1379,14,5,4,1,5,2,2,2,2,2,9,1,8,29,1,2,5,1,10,1,1,17,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,3,1540,0
1380,14,3,7,1,6,2,1,2,2,2,9,2,5,54,1,1,10,1,9,1,2,60,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,1.0,2,5030,1
1381,4,4,8,1,6,1,1,11,4,2,15,2,9,8,1,1,9,1,12,1,1,450,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,2.0,2,2898,1
1382,25,3,8,3,6,1,1,2,1,1,17,2,7,42,1,2,2,1,12,1,1,150,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,4,4834,1
1383,12,4,2,1,1,2,1,2,2,1,8,2,7,21,2,2,2,1,12,3,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,1,3224,0
1384,2,4,4,1,1,2,1,11,2,2,12,2,6,4,2,1,9,1,12,1,2,52,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,2.0,2,2214,0
1385,13,5,3,2,4,2,3,2,3,1,12,1,8,25,1,2,2,1,12,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,4.0,2.0,2,1540,0
1386,25,2,5,3,6,1,2,2,1,1,18,2,7,42,2,2,1,1,12,1,1,14,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,1.0,1.0,2,6394,0
1387,12,3,4,1,6,1,1,11,5,2,10,2,5,21,2,2,4,1,12,1,1,15,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,3.0,1.0,2,5845,0
1388,91,1,2,5,5,2,2,2,1,1,12,2,7,49,1,2,2,1,12,1,1,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,1.0,2.0,4,7614,0
1389,1,4,2,5,5,1,2,2,3,1,16,1,6,1,2,2,3,1,0,3,2,0,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,4.0,1.0,2,2784,0
1390,2,2,8,6,1,1,1,2,5,994,10,2,7,3,2,2,2,1,12,1,1,1500,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1.0,2.0,1.0,2,7417,1
